;spell;feels_bad_man;feels_bad_man
376;{'name': 'Fervor', 'description': 'With each continuous blow on the same target, Troll gains increased attack speed.  If Troll changes targets, the stacks drop to zero.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ATTACK SPEED PER STACK: 15 / 20 / 25 / 30'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
377;{'name': 'Battle Trance', 'description': 'Troll unleashes a powerful battle trance, that forces you to continuously attack the closest enemy unit within 900 range, prioritizing heroes. Damage does not kill you during this mode. Grants you bonus lifesteal, attack speed and movement speed. Applies a Basic Dispel.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0TRANCE DURATION: 6.5'}, {'name': 'LIFESTEAL', 'value': '40% / 60% / 80%'}, {'name': 'ATTACK SPEED', 'value': '140 / 170 / 200'}, {'name': 'MOVEMENT SPEED', 'value': '30% / 35% / 40%'}, , ]};12;{'name': 'COOLDOWN', 'value': '90'};{'name': 'MANA COST', 'value': '150'}
378;{'name': 'Hoof Stomp', 'description': 'Slams the ground, stunning and damaging nearby enemy units.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 315'}, {'name': 'STOMP DAMAGE', 'value': '80 / 110 / 140 / 170'}, , ]};3;{'name': 'COOLDOWN', 'value': '22/19/16/13'};{'name': 'MANA COST', 'value': '115/120/125/130'}
379;{'name': 'Double Edge', 'description': 'Centaur strikes a mighty blow at melee range, damaging both himself and a small area around the target. Deals extra damage based on your strength. Centaur cannot die from Double Edge.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE: 120 / 180 / 240 / 300'}, , ]};4;{'name': 'COOLDOWN', 'value': '5'};{'name': 'MANA COST', 'value': '0/0/0/0'}
380;{'name': 'Retaliate', 'description': 'Centaur counters all attacks, dealing damage back to the attacker. Each time Centaur gets attacked by a hero or a tower, he gains a charge counter. Can be cast to consume all charges, granting you a percentage base damage increase for 20 seconds.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ATTACK DAMAGE PER CHARGE: 6% / 8% / 10% / 12%'}, {'name': 'ATTACK DAMAGE DURATION', 'value': '20'}, {'name': 'MAX STACKS', 'value': '13'}, , ]};3;{'name': 'COOLDOWN', 'value': '55/50/45/40'};{'name': 'MANA COST', 'value': '0/0/0/0'}
381;{'name': 'Stampede', 'description': ''Centaur leads all allies into a vicious charge causing them to move through units at max speed and stop any enemy units they trample. Trampled enemies take damage based on Centaur Warrunner's strength. Each enemy can be trampled once.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0STAMPEDE DURATION: 4'}, {'name': 'SLOW DURATION', 'value': '2.3'}, {'name': 'TRAMPLE RADIUS', 'value': '105'}, , ]};3;{'name': 'COOLDOWN', 'value': '110/100/90'};{'name': 'MANA COST', 'value': '150/200/250'}
382;{'name': 'Shockwave', 'description': 'Magnus sends out a wave of force, damaging enemy units in a line, pulling them towards him and slowing them for 0.75 seconds.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MOVEMENT SLOW: 60%'}, {'name': 'SCEPTER SLOW DURATION', 'value': '2'}, {'name': 'SCEPTER RANGE', 'value': '2000'}, , ]};10;{'name': 'COOLDOWN', 'value': '14/13/12/11'};{'name': 'MANA COST', 'value': '90/100/110/120'}
383;{'name': 'Empower', 'description': 'Gives an allied unit bonus damage and cleave on attack. Magnataur receives 2 times the bonus.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 38 / 42 / 46 / 50'}, , ]};4;{'name': 'COOLDOWN', 'value': '8'};{'name': 'MANA COST', 'value': '45/60/75/90'}
384;{'name': 'Skewer', 'description': 'Magnus rushes forward, goring enemy units on his massive tusk. Heroes hit on the way will be dragged to the destination, then damaged and affected by slowed movement and attack speed.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SPEED: 950'}, {'name': 'SLOW', 'value': '10% / 20% / 30% / 40%'}, {'name': 'SLOW DURATION', 'value': '3.25'}, {'name': 'DAMAGE', 'value': '70 / 140 / 210 / 280'}, {'name': 'ATTACK SPEED SLOW', 'value': '10 / 20 / 30 / 40'}, , ]};2;{'name': 'COOLDOWN', 'value': '26/24/22/20'};{'name': 'MANA COST', 'value': '80/80/80/80'}
385;{'name': 'Reverse Polarity', 'description': 'Magnus changes properties of matter, sucking all nearby enemies in front of him and stunning them with a powerful slam and dealing damage.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0PULL RADIUS: 410'}, {'name': 'DAMAGE', 'value': '50 / 125 / 200'}, , ]};3;{'name': 'COOLDOWN', 'value': '130'};{'name': 'MANA COST', 'value': '200/250/300'}
386;{'name': 'Whirling Death', 'description': 'Timbersaw whirls extremely sharp edges, damaging enemies and destroying trees around him in an area.  If an enemy hero is affected, it loses some of its primary attribute for a short duration.  Whirling Death will deal bonus damage per tree destroyed.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 300'}, {'name': 'DAMAGE', 'value': '90 / 120 / 150 / 180'}, {'name': 'TREE BONUS DAMAGE', 'value': '12 / 18 / 24 / 30'}, {'name': 'STAT LOSS DURATION', 'value': '14'}, , ]};3;{'name': 'COOLDOWN', 'value': '6'};{'name': 'MANA COST', 'value': '70'}
387;{'name': 'Timber Chain', 'description': 'Timbersaw fires a chain that embeds itself in the first tree it hits, pulling him towards it.  Any enemy in the path takes damage.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 225 / 225 / 225 / 225'}, {'name': 'SPEED', 'value': '1600 / 2000 / 2400 / 2800'}, {'name': 'DAMAGE', 'value': '100 / 140 / 180 / 220'}, , ]};2;{'name': 'COOLDOWN', 'value': '4'};{'name': 'MANA COST', 'value': '60/70/80/90'}
388;{'name': 'Reactive Armor', 'description': 'Each time Timbersaw is attacked, he gains increased health regen and armor.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS ARMOR: 1 / 1.1 / 1.2 / 1.3'}, {'name': 'BONUS HP REGEN', 'value': '1 / 1.1 / 1.2 / 1.3'}, {'name': 'STACK DURATION', 'value': '10 / 13 / 16 / 19'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
389;{'name': 'Chakram', 'description': 'Fires your main saw blade at the target location where it will spin in place, dealing damage in an area around it.  Enemies caught in the saw blade will move more slowly for every 5% of health missing. The blade deals damage and cuts down trees in its path when fired and retracted.  While active the ability costs mana, and you lose the ability to attack.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 200'}, {'name': 'PASS DAMAGE', 'value': '100 / 140 / 180'}, {'name': 'DAMAGE PER SECOND', 'value': '50 / 75 / 100'}, {'name': 'SLOW', 'value': '5%'}, {'name': 'MANA COST PER SECOND', 'value': '16 / 23 / 30'}, , ]};2;{'name': 'COOLDOWN', 'value': '8'};{'name': 'MANA COST', 'value': '80/140/200'}
390;{'name': 'Viscous Nasal Goo', 'description': 'Covers a target in snot, causing it to have reduced armor and movement speed.  Multiple casts stack and refresh the duration.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 5'}, {'name': 'BASE ARMOR LOSS', 'value': '2'}, {'name': 'ARMOR LOSS PER STACK', 'value': '1.4 / 1.9 / 2.4 / 2.9'}, {'name': 'BASE MOVEMENT SLOW', 'value': '20%'}, {'name': 'MOVE SLOW PER STACK', 'value': '3% / 6% / 9% / 12%'}, , ]};4;{'name': 'COOLDOWN', 'value': '1.50'};{'name': 'MANA COST', 'value': '12/16/20/24'}
391;{'name': 'Quill Spray', 'description': 'Sprays enemy units with quills dealing damage in an area of effect around Bristleback.  Deals bonus damage for every time a unit was hit by Quill Spray in the last 14 seconds.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 700'}, {'name': 'QUILL BASE DAMAGE', 'value': '20 / 40 / 60 / 80'}, {'name': 'STACK DURATION', 'value': '14'}, {'name': 'MAX DAMAGE', 'value': '550'}, , ]};3;{'name': 'COOLDOWN', 'value': '3'};{'name': 'MANA COST', 'value': '35/35/35/35'}
392;{'name': 'Bristleback', 'description': 'Bristleback takes less damage if hit on the sides or rear.  If Bristleback takes 210 damage from the rear, he releases a Quill Spray of the current level.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SIDE DAMAGE REDUCTION: 8% / 12% / 16% / 20%'}, {'name': 'BACK DAMAGE REDUCTION', 'value': '16% / 24% / 32% / 40%'}, {'name': 'DAMAGE THRESHOLD', 'value': '210'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
393;{'name': 'Warpath', 'description': 'Bristleback works himself up into a fury every time he casts a spell, increasing his movement speed and damage.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MOVEMENT PER STACK: 3% / 4% / 5%'}, {'name': 'STACK DURATION', 'value': '14'}, {'name': 'MAX STACKS', 'value': '5 / 7 / 9'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
394;{'name': 'Ice Shards', 'description': 'Tusk compresses shards of ice into a ball of frozen energy that damages all enemies it comes in contact with. When the ball reaches its target destination the shards are released, creating a barrier that lasts for 4 seconds.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 200'}, {'name': 'SHARD DAMAGE', 'value': '60 / 120 / 180 / 240'}, {'name': 'SHARD DURATION', 'value': '4 / 5 / 6 / 7'}, , ]};2;{'name': 'COOLDOWN', 'value': '23/20/17/14'};{'name': 'MANA COST', 'value': '100/105/110/115'}
395;{'name': 'Snowball', 'description': ''Tusk begins rolling into a snowball. Allies within a 350 radius can also be added to the snowball by right-clicking on them, even while the snowball is moving. Once launched, any enemies caught in the snowball's path will be stunned and take damage. Each allied Hero in the snowball will add to its damage.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS DAMAGE PER ALLY: 20 / 30 / 40 / 50'}, {'name': 'STUN DURATION', 'value': '0.5 / 0.75 / 1 / 1.25'}, {'name': 'GATHER RADIUS', 'value': '100'}, {'name': 'LAUNCH TIME', 'value': '3'}, , ]};4;{'name': 'COOLDOWN', 'value': '21/20/19/18'};{'name': 'MANA COST', 'value': '75/75/75/75'}
396;{'name': 'Tag Team', 'description': 'Temporarily applies a negative debuff aura around you, causing enemies that are attacked under it to take bonus physical damage and reduced movement speed. Lasts 5 seconds.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS DAMAGE: 25 / 50 / 75 / 100'}, {'name': 'MOVEMENT SLOW', 'value': '75%'}, {'name': 'SLOW DURATION', 'value': '0.4'}, {'name': 'DEBUFF DURATION', 'value': '5'}, , ]};3;{'name': 'COOLDOWN', 'value': '24/21/18/15'};{'name': 'MANA COST', 'value': '70'}
397;{'name': 'Walrus PUNCH!', 'description': 'Tusk connects with his mighty Walrus Punch, a critical strike so powerful it launches its victim into the air. The victim is slowed upon landing.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0AIR TIME: 1'}, {'name': 'SLOW DURATION', 'value': '2 / 3 / 4'}, {'name': 'MOVEMENT SLOW', 'value': '40%'}, , ]};7;{'name': 'COOLDOWN', 'value': '36/24/12'};{'name': 'MANA COST', 'value': '50/75/100'}
398;{'name': 'Mist Coil', 'description': ''Abaddon releases a coil of deathly mist that can damage an enemy unit or heal a friendly unit at the cost of some of Abaddon's health.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, , ]};4;{'name': 'COOLDOWN', 'value': '4.50'};{'name': 'MANA COST', 'value': '50'}
399;{'name': 'Aphotic Shield', 'description': 'Summons dark energies around an ally unit, creating a shield that absorbs a set amount of damage before expiring. When the shield is destroyed it will burst and deal damage equal to the amount it could absorb to an area around it. Removes certain types of negative buffs and stuns on cast.\r\n\r\nDISPEL TYPE: Strong Dispel',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 15'}, {'name': 'BURST RADIUS', 'value': '675'}, , ]};4;{'name': 'COOLDOWN', 'value': '12/10/8/6'};{'name': 'MANA COST', 'value': '100/105/110/115'}
400;{'name': 'Curse of Avernus', 'description': ''Abaddon strikes an enemy, slowing the target's movement speed. If the target gets hit 4 times, they become affected by a chilling curse causing them to be silenced and slowed, and all attacks against them gain an attack speed boost.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BASIC DURATION: 5'}, {'name': 'BASIC SLOW', 'value': '10% / 15% / 20% / 25%'}, {'name': 'CURSE DURATION', 'value': '4.5'}, {'name': 'CURSE SLOW', 'value': '15% / 30% / 45% / 60%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
401;{'name': 'Borrowed Time', 'description': 'When activated, all damage dealt to you will heal instead of harm. Most negative buffs will also be removed. If the ability is not on cooldown, it will automatically activate if your health falls below 400.\r\n\r\nDISPEL TYPE: Strong Dispel',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HEALTH THRESHOLD: 400'}, {'name': 'DURATION', 'value': '4 / 5 / 6'}, , ]};3;{'name': 'COOLDOWN', 'value': '60/50/40'};{'name': 'MANA COST', 'value': '0/0/0'}
402;{'name': 'Echo Stomp', 'description': 'Elder Titan and his Astral Spirit both stomp the ground, damaging and knocking nearby enemy units unconscious around their locations.  The Elder Titan stomp deals physical damage, while the Spirit stomp deals magical damage.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CAST TIME: 1.7'}, {'name': 'RADIUS', 'value': '500'}, {'name': 'SLEEP DURATION', 'value': '2 / 3 / 4 / 5'}, , ]};6;{'name': 'COOLDOWN', 'value': '14/13/12/11'};{'name': 'MANA COST', 'value': '85/90/95/100'}
403;{'name': 'Astral Spirit', 'description': 'Elder Titan sends forth his Astral Spirit, damaging any units it passes through.  When the spirit rejoins the Titan, it grants bonus damage and movement speed for each unit it passed through.\r\n\r\nThe Astral Spirit can be controlled and possesses the Echo Stomp, Return Spirit, and Natural Order abilities.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 275'}, {'name': 'DAMAGE', 'value': '50'}, {'name': 'DURATION', 'value': '8'}, {'name': 'BUFF DURATION', 'value': '10'}, {'name': 'BONUS SPEED (CREEPS)', 'value': '1%'}, {'name': 'BONUS SPEED (HEROES)', 'value': '7%'}, {'name': 'BONUS ARMOR (CREEPS)', 'value': '0.5'}, {'name': 'BONUS ARMOR (HEROES)', 'value': '1.5 / 3 / 4.5 / 6'}, , ]};2;{'name': 'COOLDOWN', 'value': '23/21/19/17'};{'name': 'MANA COST', 'value': '80/90/100/110'}
404;{'name': 'Natural Order', 'description': 'Reduces all elements to their basic levels, removing base armor and magic damage resistance from nearby enemy units. The armor reduction is centered around the hero, while the magic armor reduction is centered around Astral Spirit.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 350'}, {'name': 'BASE ARMOR REDUCTION', 'value': '40% / 60% / 80% / 100%'}, {'name': 'BASE RESIST REDUCTION', 'value': '40% / 60% / 80% / 100%'}, , ]};9;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
405;{'name': 'Earth Splitter', 'description': 'Sends forth a jagged crack in front of Elder Titan. After 3 seconds, the crack implodes, slowing movement while dealing damage to each enemy based on their maximum life. Half of the damage dealt is Magical damage, while the other half is Physical damage.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0IMPLODE DELAY: 3.14'}, {'name': 'CRACK WIDTH', 'value': '315'}, {'name': 'CRACK LENGTH', 'value': '2400'}, {'name': 'MOVEMENT SLOW', 'value': '30% / 40% / 50%'}, {'name': 'SLOW DURATION', 'value': '3 / 4 / 5'}, {'name': 'MAX HP AS DAMAGE', 'value': '30% / 40% / 50%'}, , ]};2;{'name': 'COOLDOWN', 'value': '100'};{'name': 'MANA COST', 'value': '125/175/225'}
406;{'name': 'Overwhelming Odds', 'description': ''Turns the enemies' numbers against them, dealing damage and granting you bonus movement speed per unit or per hero.  Deals bonus damage to illusions and summoned units as a percent of their current health.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BASE DAMAGE: 40 / 60 / 80 / 100'}, {'name': 'DAMAGE PER CREEP', 'value': '14 / 16 / 18 / 20'}, {'name': 'BONUS SPEED (CREEPS)', 'value': '3%'}, {'name': 'BONUS SPEED (HEROES)', 'value': '9%'}, {'name': 'SPEED DURATION', 'value': '7'}, {'name': 'RADIUS', 'value': '330'}, , ]};2;{'name': 'COOLDOWN', 'value': '15'};{'name': 'MANA COST', 'value': '100/110/120/130'}
407;{'name': 'Press The Attack', 'description': 'Removes debuffs and disables from the target friendly unit, and grants bonus attack speed and health regen for a short time.\r\n\r\nDISPEL TYPE: Strong Dispel',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 5'}, {'name': 'BONUS ATTACK SPEED', 'value': '65 / 90 / 115 / 140'}, {'name': 'HP REGEN', 'value': '30 / 40 / 50 / 60'}, , ]};4;{'name': 'COOLDOWN', 'value': '16/15/14/13'};{'name': 'MANA COST', 'value': '110'}
408;{'name': 'Moment of Courage', 'description': 'When attacked, Legion Commander has a chance to immediately counterattack with bonus lifesteal.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0LIFESTEAL: 55% / 65% / 75% / 85%'}, , ]};1;{'name': 'COOLDOWN', 'value': '2.30/1.80/1.30/0.80'};{'name': 'MANA COST', 'value': '0/0/0/0'}
409;{'name': 'Duel', 'description': 'Legion Commander and the target enemy hero are forced to attack each other for a short duration.  Neither hero can use items or abilities.  If either hero dies during the duration, the hero winning the Duel gains permanent bonus damage.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Heroes'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 4 / 4.75 / 5.5'}, , ]};4;{'name': 'COOLDOWN', 'value': '50'};{'name': 'MANA COST', 'value': '75/75/75'}
410;{'name': 'Proximity Mines', 'description': 'Plant an invisible mine that cannot be detected by True Sight, but is visible if an enemy is within the active 400 AoE of the mine. Mines detonate if an enemy is standing within the active AoE for 1.6 seconds. The explosion deals full damage in the blast radius, and deals 25% damage to buildings.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400'}, {'name': 'DAMAGE', 'value': '200 / 400 / 600 / 800'}, {'name': 'BUILDING DAMAGE', 'value': '25%'}, {'name': 'ACTIVATION DELAY', 'value': '1.75'}, {'name': 'CHARGES', 'value': '3'}, {'name': 'CHARGE RESTORE TIME', 'value': '23'}, ]};2;feels_bad_man;{'name': 'MANA COST', 'value': '110/130/150/170'}
411;{'name': 'Stasis Trap', 'description': 'Plant an invisible trap that roots nearby enemy units instantly when triggered.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0TRIGGER RADIUS: 400'}, {'name': 'ROOT RADIUS', 'value': '600'}, {'name': 'ROOT DURATION', 'value': '2 / 3 / 4 / 5'}, {'name': 'TRAP FADE TIME', 'value': '2'}, , ]};2;{'name': 'COOLDOWN', 'value': '20/16/13/10'};{'name': 'MANA COST', 'value': '80/110/140/160'}
412;{'name': 'Blast Off!', 'description': ''Techies hurtle themselves into the enemy's midst, detonating charges upon impact which deal massive area of effect damage and silence enemies. Upon landing, the assault deals Techies damage equal to 50% of their max health.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemies'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400'}, {'name': 'SILENCE DURATION', 'value': '4 / 5 / 6 / 7'}, {'name': 'MAX HP SELF DAMAGE', 'value': '50%'}, , ]};2;{'name': 'COOLDOWN', 'value': '35'};{'name': 'MANA COST', 'value': '100/125/150/175'}
413;{'name': 'Remote Mines', 'description': 'Plant an invisible explosive that will only detonate after a brief delay when triggered.  Does not damage buildings.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE: 300 / 450 / 600'}, {'name': 'EXPLOSION RADIUS', 'value': '425'}, {'name': 'MINE DURATION', 'value': '600'}, {'name': 'FADE TIME', 'value': '2'}, , ]};2;{'name': 'COOLDOWN', 'value': '8'};{'name': 'MANA COST', 'value': '120/180/240'}
414;{'name': 'Searing Chains', 'description': 'Ember Spirit unleashes fiery bolas that wrap around nearby enemies, anchoring them in place and dealing damage each second.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400'}, {'name': 'TOTAL DAMAGE', 'value': '75 / 150 / 225 / 300'}, {'name': 'UNIT COUNT', 'value': '2'}, , ]};3;{'name': 'COOLDOWN', 'value': '14/12/10/8'};{'name': 'MANA COST', 'value': '110'}
415;{'name': 'Sleight of Fist', 'description': 'Ember Spirit dashes around with blazing speed, attacking all enemies in the targeted area of effect, then returning to his start location.  Deals bonus damage to heroes, and less damage to creeps.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 250 / 350 / 450 / 550'}, {'name': 'ATTACK INTERVAL', 'value': '0.2'}, , ]};2;{'name': 'COOLDOWN', 'value': '18/14/10/6'};{'name': 'MANA COST', 'value': '50'}
416;{'name': 'Flame Guard', 'description': 'Ember Spirit surrounds himself with a ring of fire that consumes incoming magic damage, leaving him unharmed.  Flame Guard deals damage per second in an area around Ember Spirit while Flame Guard is active.  If the shield is broken, the damage is also lost.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 8 / 12 / 16 / 20'}, {'name': 'RADIUS', 'value': '400'}, , ]};3;{'name': 'COOLDOWN', 'value': '35'};{'name': 'MANA COST', 'value': '80/90/100/110'}
417;{'name': 'Fire Remnant', 'description': ''Ember Spirit generates Fire Remnant charges every %charge_restore_time% seconds, with a max of 3 charges. Releasing a charge sends a Fire Remnant that runs to the target location at 250% Ember Spirit's speed.  Using Activate Fire Remnant, Ember Spirit can dash out to his Remnants, dealing damage along the way and exploding them upon arrival.  The targeted Remnant will be arrived at last.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MAX CHARGES: 3'}, {'name': 'DAMAGE', 'value': '100 / 200 / 300'}, {'name': 'RADIUS', 'value': '450'}, {'name': 'DURATION', 'value': '45'}, ]};2;{'name': 'COOLDOWN', 'value': '0'};feels_bad_man
